indice,date_partido,local,visita,prediccion,correcto,multiplicador
tenis,01/01/2018,Alejandro Gonzalez,Dennis Novikov,-,0,1.2
tenis,01/01/2018,Sumit Nagal,Divij Sharan,-,0,1.09
tenis,01/01/2018,Aldin Setkic,Dustin Brown,-,0,1.12
tenis,01/01/2018,Brayden Schnur,Evan King,-,0,1.12
tenis,01/01/2018,Blaz Rola,Evgeny Karlovskiy,-,0,1.2
tenis,01/01/2018,Gleb Sakharov,Federico Gaio,-,0,1.2
tenis,01/01/2018,Peter Polansky,Filip Peliwo,-,0,1.14
tenis,01/01/2018,Marcel Granollers,Flavio Cipolla,-,0,1.1
tenis,01/01/2018,Flavio Cipolla,Frederik Nielsen,-,0,1.12
tenis,01/01/2018,Flavio Cipolla,Gerard Granollers,-,0,1.03
tenis,01/01/2018,Noah Rubin,Gleb Sakharov,-,0,1.25
tenis,01/01/2018,Tobias Kamke,Guido Andreozzi,-,0,1.01
tenis,01/01/2018,Maverick Banes,Henri Laaksonen,-,0,1.11
tenis,01/01/2018,Alejandro Gonzalez,Hugo Nys,-,0,1.23
tenis,01/01/2018,Evgeny Karlovskiy,Ivan Sabanov,-,0,1.13
tenis,01/01/2018,Evgeny Karlovskiy,Jason Jung,-,0,1.22
tenis,01/01/2018,Ricardo Ojeda Lara,Joao Souza,-,0,1.01
tenis,01/01/2018,Kevin King,Jose Rubin Statham,-,0,1.19
tenis,01/01/2018,Jason Jung,Jurgen Zopp,-,0,1.13
tenis,01/01/2018,Gerard Granollers,Kento Takeuchi,-,0,1.19
tenis,01/01/2018,Vincent Millot,Loic Perret,-,0,1.2
tenis,01/01/2018,Jason Kubler,Luke Saville,-,0,1.18
tenis,01/01/2018,Uladzimir Ignatik,Mackenzie Mcdonald,-,0,1.23
tenis,01/01/2018,Andrea Arnaboldi,Marco Trungelliti,-,0,1.2
tenis,01/01/2018,Brayden Schnur,Marinko Matosevic,-,0,1.1
tenis,01/01/2018,Yuuya Kibi,Matej Sabanov,-,0,1.21
tenis,01/01/2018,Tim Puetz,Mathias Bourgue,-,0,1.07
tenis,01/01/2018,Evan King,Maverick Banes,-,0,1.25
tenis,01/01/2018,Alejandro Gonzalez,Michal Przysiezny,-,0,1.21
tenis,01/01/2018,Ze Zhang,Mohamed Safwat,-,0,1.2
tenis,01/01/2018,Maximilian Marterer,Mousa Shanan Zayed,-,0,1.12
tenis,01/01/2018,Thiago Monteiro,N Sriram Balaji,-,0,1.18
tenis,01/01/2018,Evan King,Norbert Gombos,-,0,1.21
tenis,01/01/2018,Brayden Schnur,Oscar Otte,-,0,1.1
tenis,01/01/2018,Kamil Majchrzak,Pedja Krstin,-,0,1.1
tenis,01/01/2018,Elias Ymer,Pedro Sousa,-,0,1.18
tenis,01/01/2018,Thiago Monteiro,Prajnesh Gunneswaran,Prajnesh Gunneswaran,1,1.13
tenis,01/01/2018,Michael Mmoh,Quentin Halys,-,0,1.24
tenis,01/01/2018,Viktor Galovic,Renzo Olivo,-,0,1.01
tenis,01/01/2018,Yannick Hanfmann,Samuel Groth,-,0,1.05
tenis,01/01/2018,Frank Dancevic,Sekou Bangoura,-,0,1.1
tenis,01/01/2018,Adrian Menendez Maceiras,Shahbaaz Khan,Shahbaaz Khan,1,1.05
tenis,01/01/2018,Cameron Norrie,Stefano Napolitano,-,0,1.16
tenis,01/01/2018,Gleb Sakharov,Stephane Robert,-,0,1.22
tenis,01/01/2018,Tim Puetz,Steven Goh,Steven Goh,1,1.16
tenis,01/01/2018,Blaz Rola,Tatsuma Ito,-,0,1.03
tenis,01/01/2018,Marinko Matosevic,Tobias Kamke,-,0,1.22
tenis,01/01/2018,Jason Kubler,Uladzimir Ignatik,-,0,1.03
tenis,01/01/2018,Stefano Travaglia,Vaclav Safranek,-,0,1.14
tenis,01/01/2018,John Patrick Smith,Viktor Galovic,-,0,1.24
tenis,01/01/2018,Cameron Norrie,Vincent Millot,-,0,1.03
tenis,01/01/2018,Ze Zhang,Wishaya Trongcharoenchaikul,Wishaya Trongcharoenchaikul,1,1.23
tenis,01/01/2018,Peter Polansky,Yannick Hanfmann,-,0,1.16
tenis,01/01/2018,Brayden Schnur,Yoshihito Nishioka,-,0,1.18
tenis,01/01/2018,Evgeny Karlovskiy,Yuuya Kibi,-,0,1.1
tenis,01/01/2018,Di Wu,Zhe Li,-,0,1.16
tenis,08/01/2018,Enrique Lopez Perez,Alessandro Bega,-,0,1.04
tenis,08/01/2018,Daniil Medvedev,Alexander Zhurbin,-,0,1.24
tenis,08/01/2018,Flavio Cipolla,Benjamin Lock,-,0,1.09
tenis,08/01/2018,Florian Mayer,Benjamin Mitchell,-,0,1.12
tenis,08/01/2018,Radu Albot,Brydan Klein,Brydan Klein,1,1.13
tenis,08/01/2018,Yuuya Kibi,Cheng Peng Hsieh,Cheng Peng Hsieh,1,1.02
tenis,08/01/2018,Nicolas Mahut,Christopher Oconnell,-,0,1.17
tenis,08/01/2018,Benjamin Mitchell,Dane Propoggia,-,0,1.06
tenis,08/01/2018,Yuuya Kibi,Daniiar Duldaev,-,0,1.02
tenis,08/01/2018,Marcel Granollers,Enrique Lopez Perez,Enrique Lopez Perez,1,1.19
tenis,08/01/2018,Vaclav Safranek,Fabrice Martin,Fabrice Martin,1,1.06
tenis,08/01/2018,Marcel Granollers,Flavio Cipolla,-,0,1.06
tenis,08/01/2018,Victor Estrella,Florian Mayer,-,0,1.21
tenis,08/01/2018,Evgeny Karlovskiy,Frederik Nielsen,-,0,1.1
tenis,08/01/2018,Andrew Harris,Gavin Van Peperzeel,-,0,1.09
tenis,08/01/2018,Andreas Seppi,Guillermo Garcia Lopez,-,0,1.03
tenis,08/01/2018,Matej Sabanov,Hsien Yin Peng,-,0,1.07
tenis,08/01/2018,Lukas Lacko,Jose Rubin Statham,-,0,1.19
tenis,08/01/2018,Marsel Ilhan,Kento Takeuchi,-,0,1.02
tenis,08/01/2018,Rogerio Dutra Silva,Lukas Lacko,-,0,1.18
tenis,08/01/2018,Victor Estrella,Luke Saville,-,0,1.1
tenis,08/01/2018,Marton Fucsovics,Malek Jaziri,-,0,1.1
tenis,08/01/2018,Andreas Seppi,Marton Fucsovics,-,0,1.22
tenis,08/01/2018,Frederik Nielsen,Matej Sabanov,-,0,1.02
tenis,08/01/2018,Enrique Lopez Perez,Matteo Viola,-,0,1.22
tenis,08/01/2018,Ricardas Berankis,Matthew Barton,Matthew Barton,1,1.11
tenis,08/01/2018,Andreas Seppi,Maximilian Marterer,-,0,1.23
tenis,08/01/2018,Tennys Sandgren,Michal Przysiezny,-,0,1.1
tenis,08/01/2018,Andreas Seppi,Nathan Pasha,Nathan Pasha,1,1.05
tenis,08/01/2018,Evgeny Donskoy,Nicholas Monroe,Nicholas Monroe,1,1.14
tenis,08/01/2018,Rogerio Dutra Silva,Sam Barry,-,0,1.22
tenis,08/01/2018,Guillermo Garcia Lopez,Sekou Bangoura,Sekou Bangoura,1,1.12
tenis,08/01/2018,Wishaya Trongcharoenchaikul,Sidharth Rawat,-,0,1.21
tenis,08/01/2018,Gerard Granollers,Steven Diez,-,0,1.05
tenis,08/01/2018,Radu Albot,Taro Daniel,-,0,1.11
tenis,08/01/2018,Evgeny Donskoy,Teymuraz Gabashvili,Teymuraz Gabashvili,1,1.06
tenis,08/01/2018,Enrique Lopez Perez,Ti Chen,-,0,1.19
tenis,08/01/2018,Victor Estrella,Tim Puetz,-,0,1.1
tenis,08/01/2018,Frederik Nielsen,Tsung Hua Yang,-,0,1.07
tenis,08/01/2018,Daniil Medvedev,Vaclav Safranek,-,0,1.18
tenis,08/01/2018,Andreas Seppi,Victor Estrella,-,0,1.19
tenis,08/01/2018,Teymuraz Gabashvili,Vladimir Polyakov,-,0,1.12
tenis,08/01/2018,Matteo Viola,Wishaya Trongcharoenchaikul,-,0,1.12
tenis,08/01/2018,Marton Fucsovics,Zhe Li,Zhe Li,1,1.17
tenis,15/01/2018,Filip Horansky,Adrien Bossel,Adrien Bossel,1,1.21
tenis,15/01/2018,Kenny De Schepper,Alexey Vatutin,-,0,1.18
tenis,15/01/2018,Marco Cecchinato,Andrea Arnaboldi,Andrea Arnaboldi,1,1.04
tenis,15/01/2018,Mohamed Safwat,Filip Horansky,-,0,1.17
tenis,15/01/2018,Sergiy Stakhovsky,Joris De Loore,-,0,1.21
tenis,15/01/2018,Pedro Cachin,Julian Lenz,Julian Lenz,1,1.23
tenis,15/01/2018,Sergiy Stakhovsky,Mohamed Safwat,-,0,1.06
tenis,15/01/2018,Joris De Loore,N Sriram Balaji,-,0,1.18
tenis,15/01/2018,Alexey Vatutin,Oscar Otte,-,0,1.13
tenis,15/01/2018,N Sriram Balaji,Peter Torebko,-,0,1.19
tenis,15/01/2018,Vishnu Vardhan,Ruan Roelofse,-,0,1.09
tenis,15/01/2018,Kenny De Schepper,Teymuraz Gabashvili,-,0,1.09
tenis,15/01/2018,Alessandro Bega,Tom Farquharson,-,0,1.05
tenis,15/01/2018,Peter Torebko,Vladimir Uzhylovsky,Vladimir Uzhylovsky,1,1.01
tenis,15/01/2018,Joris De Loore,Yannick Vandenbulcke,-,0,1.11
tenis,15/01/2018,Adrien Bossel,Yannik Reuter,-,0,1.12
tenis,22/01/2018,Teymuraz Gabashvili,Adrien Bossel,-,0,1.09
tenis,22/01/2018,Jared Hiltzik,Alejandro Gonzalez,-,0,1.08
tenis,22/01/2018,Christian Garin,Alexander Sarkissian,-,0,1.07
tenis,22/01/2018,Quentin Halys,Alexey Vatutin,-,0,1.18
tenis,22/01/2018,Alejandro Gonzalez,Andrea Collarini,-,0,1.05
tenis,22/01/2018,Guillermo Olaso,Ante Pavic,-,0,1.21
tenis,22/01/2018,Luke Bambridge,Austin Krajicek,-,0,1.01
tenis,22/01/2018,Christian Garin,Bjorn Fratangelo,-,0,1.03
tenis,22/01/2018,Guillermo Olaso,Brayden Schnur,-,0,1.08
tenis,22/01/2018,Michael Mmoh,Cameron Norrie,-,0,1.18
tenis,22/01/2018,Bradley Klahn,Christian Garin,-,0,1.23
tenis,22/01/2018,Christian Garin,Darian King,-,0,1.04
tenis,22/01/2018,Sebastian Fanselow,Dennis Nevolo,Dennis Nevolo,1,1.13
tenis,22/01/2018,Liam Broady,Dustin Brown,-,0,1.24
tenis,22/01/2018,Marco Trungelliti,Federico Gaio,-,0,1.06
tenis,22/01/2018,Matthias Bachinger,Filip Peliwo,-,0,1.05
tenis,22/01/2018,Ricardas Berankis,Gleb Sakharov,-,0,1.12
tenis,22/01/2018,Stefan Kozlov,Guilherme Clezar,-,0,1.21
tenis,22/01/2018,Filip Peliwo,Henri Laaksonen,-,0,1.13
tenis,22/01/2018,Marcos Giron,Henry Craig,-,0,1.22
tenis,22/01/2018,Jared Hiltzik,Inigo Cervantes Huegun,-,0,1.24
tenis,22/01/2018,Christian Garin,Jared Hiltzik,-,0,1.22
tenis,22/01/2018,Guillermo Olaso,Jc Aragone,-,0,1.21
tenis,22/01/2018,Marcos Giron,Jose Rubin Statham,-,0,1.03
tenis,22/01/2018,Dennis Novikov,Kaichi Uchida,-,0,1.05
tenis,22/01/2018,Dennis Novikov,Kei Nishikori,-,0,1.08
tenis,22/01/2018,Norbert Gombos,Kenny De Schepper,-,0,1.04
tenis,22/01/2018,Tom Farquharson,Laurent Lokoli,-,0,1.12
tenis,22/01/2018,Ricardas Berankis,Liam Broady,-,0,1.04
tenis,22/01/2018,Jc Aragone,Luke Bambridge,-,0,1.01
tenis,22/01/2018,Thai Son Kwiatkowski,Marcelo Arevalo,-,0,1.18
tenis,22/01/2018,Ricardas Berankis,Mathias Bourgue,-,0,1.05
tenis,22/01/2018,Jose Rubin Statham,Maximo Gonzalez,-,0,1.02
tenis,22/01/2018,Darian King,Michael Mmoh,-,0,1.15
tenis,22/01/2018,Gleb Sakharov,Mikhail Youzhny,-,0,1.24
tenis,22/01/2018,Bradley Klahn,Mitchell Krueger,-,0,1.16
tenis,22/01/2018,Vasek Pospisil,Quentin Halys,-,0,1.1
tenis,22/01/2018,Dennis Novikov,Raymond Sarmiento,Raymond Sarmiento,1,1.21
tenis,22/01/2018,Vasek Pospisil,Ricardas Berankis,-,0,1.06
tenis,22/01/2018,Christian Garin,Sebastian Fanselow,-,0,1.12
tenis,22/01/2018,Elias Ymer,Sergiy Stakhovsky,-,0,1.13
tenis,22/01/2018,Ricardas Berankis,Simone Bolelli,-,0,1.16
tenis,22/01/2018,Darian King,Tatsuma Ito,-,0,1.07
tenis,22/01/2018,Noah Rubin,Tim Smyczek,-,0,1.01
tenis,22/01/2018,Konstantin Kravchuk,Tobias Kamke,-,0,1.16
tenis,22/01/2018,Yasutaka Uchiyama,Tom Farquharson,-,0,1.04
tenis,22/01/2018,Quentin Halys,Tristan Lamasine,Tristan Lamasine,1,1.02
tenis,22/01/2018,Alexey Vatutin,Uladzimir Ignatik,-,0,1.18
tenis,22/01/2018,Bradley Klahn,Yannick Hanfmann,-,0,1.1
tenis,22/01/2018,Vasek Pospisil,Yasutaka Uchiyama,-,0,1.03
tenis,29/01/2018,Dane Propoggia,Alexander Babanine,-,0,1.14
tenis,29/01/2018,Michael Zhu,Alexander Bury,-,0,1.1
tenis,29/01/2018,Luke Saville,Alexander Zhurbin,-,0,1.15
tenis,29/01/2018,Quentin Halys,Alexey Vatutin,-,0,1.1
tenis,29/01/2018,Tim Smyczek,Andrea Collarini,-,0,1.04
tenis,29/01/2018,Yoshihito Nishioka,Andrew Whittington,Andrew Whittington,1,1.19
tenis,29/01/2018,Andrea Collarini,Ante Pavic,-,0,1.02
tenis,29/01/2018,Guillermo Olaso,Arnau Dachs,Arnau Dachs,1,1.21
tenis,29/01/2018,Vincent Millot,Arthur De Greef,-,0,1.1
tenis,29/01/2018,Christian Harrison,Bradley Mousley,-,0,1.18
tenis,29/01/2018,Jared Hiltzik,Brayden Schnur,-,0,1.18
tenis,29/01/2018,Andrew Whittington,Brydan Klein,-,0,1.12
tenis,29/01/2018,Ken Onishi,Calum Puttergill,Calum Puttergill,1,1.07
tenis,29/01/2018,Gregoire Barrere,Constant Lestienne,-,0,1.22
tenis,29/01/2018,Gerard Granollers,Danilo Petrovic,-,0,1.03
tenis,29/01/2018,Martin Klizan,David Guez,David Guez,1,1.18
tenis,29/01/2018,Romain Arneodo,David Pel,David Pel,1,1.03
tenis,29/01/2018,Marcel Granollers,Dayne Kelly,Dayne Kelly,1,1.22
tenis,29/01/2018,Mackenzie Mcdonald,Denis Kudla,-,0,1.03
tenis,29/01/2018,Kei Nishikori,Dennis Novikov,-,0,1.21
tenis,29/01/2018,Sam Barry,Edward Bourchier,Edward Bourchier,1,1.08
tenis,29/01/2018,Gregoire Barrere,Edward Corrie,-,0,1.15
tenis,29/01/2018,Stephane Robert,Evan King,-,0,1.04
tenis,29/01/2018,Matthias Bachinger,Evgeny Karlovskiy,-,0,1.09
tenis,29/01/2018,Austin Krajicek,Filip Peliwo,-,0,1.04
tenis,29/01/2018,Ruben Gonzales,Francisco Dias,-,0,1.09
tenis,29/01/2018,Luke Saville,Gavin Van Peperzeel,-,0,1.1
tenis,29/01/2018,Marcel Granollers,Gerard Granollers,Gerard Granollers,1,1.01
tenis,29/01/2018,Steven Diez,Gianni Mina,-,0,1.21
tenis,29/01/2018,Uladzimir Ignatik,Gleb Sakharov,-,0,1.02
tenis,29/01/2018,Tristan Lamasine,Gregoire Barrere,-,0,1.1
tenis,29/01/2018,Evgeny Karlovskiy,Guillermo Olaso,-,0,1.1
tenis,29/01/2018,Gerard Granollers,Jacob Grills,-,0,1.2
tenis,29/01/2018,Sam Barry,James Frawley,-,0,1.2
tenis,29/01/2018,Jason Jung,Jared Hiltzik,Jared Hiltzik,1,1.21
tenis,29/01/2018,Kei Nishikori,Jason Jung,-,0,1.09
tenis,29/01/2018,Matteo Donati,Jeremy Jahn,-,0,1.16
tenis,29/01/2018,Gavin Van Peperzeel,Ken Onishi,-,0,1.19
tenis,29/01/2018,Jason Kubler,Kimmer Coppejans,-,0,1.19
tenis,29/01/2018,Andrew Whittington,Luke Saville,-,0,1.16
tenis,29/01/2018,Kei Nishikori,Mackenzie Mcdonald,-,0,1.23
tenis,29/01/2018,Jason Kubler,Marcel Granollers,-,0,1.13
tenis,29/01/2018,Bradley Klahn,Marcos Giron,-,0,1.19
tenis,29/01/2018,Alexander Zhurbin,Marinko Matosevic,Alexander Zhurbin,0,1.02
tenis,29/01/2018,Tristan Lamasine,Martin Klizan,Tristan Lamasine,0,1.09
tenis,29/01/2018,Quentin Halys,Mathias Bourgue,-,0,1.14
tenis,29/01/2018,Marco Trungelliti,Matteo Donati,-,0,1.22
tenis,29/01/2018,Kei Nishikori,Matthias Bachinger,-,0,1.14
tenis,29/01/2018,David Guez,Maxime Tabatruong,Maxime Tabatruong,1,1.11
tenis,29/01/2018,Inigo Cervantes Huegun,Maximo Gonzalez,-,0,1.04
tenis,29/01/2018,Kaichi Uchida,Michael Look,-,0,1.03
tenis,29/01/2018,Jared Hiltzik,Michael Zhu,-,0,1.05
tenis,29/01/2018,Alexey Vatutin,Mirza Basic,-,0,1.05
tenis,29/01/2018,Tim Smyczek,Mitchell Krueger,-,0,1.09
tenis,29/01/2018,Yannick Vandenbulcke,N Sriram Balaji,-,0,1.13
tenis,29/01/2018,Yoshihito Nishioka,N Vijay Sundar Prashanth,-,0,1.2
tenis,29/01/2018,Gianni Mina,N Vijay Sundar Prashanth,-,0,1.08
tenis,29/01/2018,Gianni Mina,Nathan Pasha,-,0,1.19
tenis,29/01/2018,Guillermo Olaso,Patricio Heras,-,0,1.23
tenis,29/01/2018,Maximo Gonzalez,Ruben Gonzales,-,0,1.04
tenis,29/01/2018,Gerard Granollers,Sam Barry,-,0,1.16
tenis,29/01/2018,Zhe Li,Sebastian Fanselow,-,0,1.15
tenis,29/01/2018,N Vijay Sundar Prashanth,Sekou Bangoura,-,0,1.19
tenis,29/01/2018,Evan King,Steven Diez,-,0,1.03
tenis,29/01/2018,N Vijay Sundar Prashanth,Takuto Niki,-,0,1.12
tenis,29/01/2018,Mackenzie Mcdonald,Tatsuma Ito,-,0,1.02
tenis,29/01/2018,Mirza Basic,Teymuraz Gabashvili,-,0,1.13
tenis,29/01/2018,Mackenzie Mcdonald,Tim Smyczek,-,0,1
tenis,29/01/2018,Alexey Vatutin,Tristan Lamasine,-,0,1.01
tenis,29/01/2018,David Guez,Tristan Lamasine,-,0,1
tenis,29/01/2018,Kevin King,Tsung Hua Yang,-,0,1.21
tenis,29/01/2018,Quentin Halys,Vincent Millot,Vincent Millot,1,1.16
tenis,29/01/2018,Maxime Tabatruong,Vishnu Vardhan,-,0,1.04
tenis,29/01/2018,Jeremy Jahn,Yannick Vandenbulcke,-,0,1.13
tenis,29/01/2018,Stephane Robert,Yoshihito Nishioka,-,0,1.08
tenis,29/01/2018,Yoshihito Nishioka,Zhe Li,Zhe Li,1,1.21
tenis,05/02/2018,Vasek Pospisil,Adam Pavlasek,-,0,1.12
tenis,05/02/2018,Jeremy Jahn,Alessandro Bega,-,0,1.13
tenis,05/02/2018,Jared Hiltzik,Alessandro Damiano Ventre,-,0,1.17
tenis,05/02/2018,Federico Gaio,Alessandro Giannessi,-,0,1.01
tenis,05/02/2018,Facundo Bagnis,Alessandro Motti,-,0,1.07
tenis,05/02/2018,Benjamin Mitchell,Alex Bolt,-,0,1.04
tenis,05/02/2018,Mirza Basic,Alexander Lazov,-,0,1.13
tenis,05/02/2018,Marcel Granollers,Alexander Sarkissian,Alexander Sarkissian,1,1.21
tenis,05/02/2018,Jc Aragone,Alexios Halebian,Alexios Halebian,1,1.11
tenis,05/02/2018,Andrew Harris,Andrew Whittington,-,0,1.14
tenis,05/02/2018,Denis Kudla,Ante Pavic,Ante Pavic,1,1.24
tenis,05/02/2018,Alessandro Bega,Antoine Escoffier,-,0,1.23
tenis,05/02/2018,Jurgen Zopp,Arthur De Greef,-,0,1.23
tenis,05/02/2018,Marton Fucsovics,Attila Balazs,Attila Balazs,1,1.16
tenis,05/02/2018,Dayne Kelly,Benjamin Mitchell,-,0,1.04
tenis,05/02/2018,Marinko Matosevic,Brydan Klein,-,0,1.06
tenis,05/02/2018,Michael Mmoh,Christian Garin,-,0,1.07
tenis,05/02/2018,Alexander Sarkissian,Christian Harrison,-,0,1.04
tenis,05/02/2018,Vasek Pospisil,Constant Lestienne,-,0,1.06
tenis,05/02/2018,Federico Gaio,Daniel Dutra Da Silva,-,0,1.15
tenis,05/02/2018,Pedro Sakamoto,Daniel Munoz De La Nava,-,0,1.24
tenis,05/02/2018,Kevin King,Danilo Petrovic,-,0,1.04
tenis,05/02/2018,Sekou Bangoura,Edward Bourchier,-,0,1.04
tenis,05/02/2018,Nikola Milojevic,Elias Ymer,-,0,1.13
tenis,05/02/2018,Andrew Harris,Evan King,-,0,1.08
tenis,05/02/2018,Alessandro Damiano Ventre,Felipe Mantilla,-,0,1.2
tenis,05/02/2018,Dennis Novikov,Filip Peliwo,-,0,1.07
tenis,05/02/2018,Ernests Gulbis,Florian Mayer,-,0,1.15
tenis,05/02/2018,N Vijay Sundar Prashanth,Gerard Granollers,-,0,1.17
tenis,05/02/2018,Stephane Robert,Gianni Mina,-,0,1.15
tenis,05/02/2018,Jeremy Jahn,Gibril Diarra,-,0,1.01
tenis,05/02/2018,Vincent Millot,Gleb Sakharov,-,0,1.14
tenis,05/02/2018,Roberto Carballes Baena,Gonzalo Escobar,-,0,1.16
tenis,05/02/2018,Gonzalo Escobar,Guilherme Clezar,-,0,1.03
tenis,05/02/2018,Karue Sell,Guillermo Olaso,-,0,1.19
tenis,05/02/2018,Aslan Karatsev,Hiroki Moriya,-,0,1.12
tenis,05/02/2018,Jason Jung,Inigo Cervantes Huegun,Inigo Cervantes Huegun,1,1.06
tenis,05/02/2018,Benjamin Mitchell,Jacob Grills,-,0,1.06
tenis,05/02/2018,Michael Look,James Frawley,-,0,1.18
tenis,05/02/2018,Joao Souza,Jan Hernych,-,0,1.19
tenis,05/02/2018,Noah Rubin,Jared Hiltzik,-,0,1.09
tenis,05/02/2018,Andrew Harris,Jason Kubler,-,0,1.1
tenis,05/02/2018,Arthur De Greef,Jeremy Jahn,-,0,1.18
tenis,05/02/2018,Facundo Bagnis,Joao Souza,-,0,1.12
tenis,05/02/2018,Florian Mayer,John Patrick Smith,-,0,1.23
tenis,05/02/2018,Noah Rubin,Jose Hernandez,-,0,1.02
tenis,05/02/2018,Alessandro Giannessi,Juan Ignacio Londero,-,0,1.05
tenis,05/02/2018,Jared Hiltzik,Kaichi Uchida,-,0,1.07
tenis,05/02/2018,Constant Lestienne,Kamil Majchrzak,-,0,1.08
tenis,05/02/2018,Franco Agamenone,Karunuday Singh,-,0,1.05
tenis,05/02/2018,Marinko Matosevic,Ken Onishi,-,0,1.22
tenis,05/02/2018,Bradley Mousley,Kevin King,-,0,1.01
tenis,05/02/2018,Marton Fucsovics,Kevin Krawietz,-,0,1.23
tenis,05/02/2018,Marcel Granollers,Kimmer Coppejans,Kimmer Coppejans,1,1.13
tenis,05/02/2018,Tom Farquharson,Konstantin Kravchuk,-,0,1.15
tenis,05/02/2018,Salvatore Caruso,Luca Vanni,-,0,1.25
tenis,05/02/2018,Dayne Kelly,Luke Saville,-,0,1.06
tenis,05/02/2018,Jason Jung,Mackenzie Mcdonald,-,0,1.06
tenis,05/02/2018,Alessandro Bega,Marc Sieber,-,0,1.1
tenis,05/02/2018,Bradley Mousley,Marcel Granollers,Bradley Mousley,0,1.09
tenis,05/02/2018,Bradley Klahn,Marcelo Arevalo,-,0,1.16
tenis,05/02/2018,Jc Aragone,Marcos Giron,Jc Aragone,0,1.24
tenis,05/02/2018,Alexander Sarkissian,Marinko Matosevic,-,0,1.13
tenis,05/02/2018,Kenny De Schepper,Matteo Donati,-,0,1.21
tenis,05/02/2018,Jared Hiltzik,Matthew Kandath,Matthew Kandath,1,1.22
tenis,05/02/2018,Jason Kubler,Maverick Banes,-,0,1.21
tenis,05/02/2018,Filip Peliwo,Maximo Gonzalez,-,0,1.12
tenis,05/02/2018,Bradley Klahn,Mitchell Krueger,-,0,1.06
tenis,05/02/2018,Michael Look,N Vijay Sundar Prashanth,-,0,1.18
tenis,05/02/2018,Kevin Krawietz,Nikola Cacic,-,0,1.19
tenis,05/02/2018,Vasek Pospisil,Nikola Milojevic,-,0,1.04
tenis,05/02/2018,Jason Jung,Noah Rubin,-,0,1.18
tenis,05/02/2018,Jozef Kovalik,Oscar Otte,-,0,1.2
tenis,05/02/2018,Viktor Galovic,Pedja Krstin,-,0,1.11
tenis,05/02/2018,Andrej Martin,Pedro Sakamoto,-,0,1.1
tenis,05/02/2018,Elias Ymer,Peter Nagy,Peter Nagy,1,1.23
tenis,05/02/2018,Norbert Gombos,Ricardo Ojeda Lara,-,0,1.09
tenis,05/02/2018,Martin Klizan,Salvatore Caruso,-,0,1.15
tenis,05/02/2018,Benjamin Mitchell,Sebastian Fanselow,-,0,1.06
tenis,05/02/2018,Ken Onishi,Shinta Fujii,-,0,1.11
tenis,05/02/2018,Jozef Kovalik,Stefano Napolitano,-,0,1.04
tenis,05/02/2018,Bradley Mousley,Stephane Robert,Bradley Mousley,0,1.16
tenis,05/02/2018,Kimmer Coppejans,Steven Diez,-,0,1.1
tenis,05/02/2018,Adam Pavlasek,Teymuraz Gabashvili,-,0,1.16
tenis,05/02/2018,Martin Klizan,Tobias Kamke,Tobias Kamke,1,1.06
tenis,05/02/2018,Kevin Krawietz,Tom Farquharson,-,0,1.05
tenis,05/02/2018,Mirza Basic,Tomislav Brkic,Tomislav Brkic,1,1.19
tenis,05/02/2018,Norbert Gombos,Tristan Lamasine,-,0,1.16
tenis,05/02/2018,Kevin King,Tsung Hua Yang,-,0,1.2
tenis,05/02/2018,Vasek Pospisil,Uladzimir Ignatik,Uladzimir Ignatik,1,1.01
tenis,05/02/2018,Nikola Milojevic,Vaclav Safranek,-,0,1.19
tenis,05/02/2018,Kevin Krawietz,Viktor Galovic,-,0,1.22
tenis,05/02/2018,Nikola Cacic,Yannick Jankovits,-,0,1.1
tenis,05/02/2018,Jason Kubler,Zhe Li,-,0,1.01
tenis,12/02/2018,Aslan Karatsev,Adrian Bodmer,-,0,1.1
tenis,12/02/2018,Mohamed Safwat,Alessandro Bega,-,0,1.09
tenis,12/02/2018,Hernan Casanova,Alessandro Giannessi,-,0,1.18
tenis,12/02/2018,Kenny De Schepper,Alexey Vatutin,-,0,1.16
tenis,12/02/2018,Rogerio Dutra Silva,Andrea Collarini,-,0,1.18
tenis,12/02/2018,Martin Klizan,Andreas Seppi,-,0,1.11
tenis,12/02/2018,Mohamed Safwat,Arjun Kadhe,-,0,1.19
tenis,12/02/2018,Liam Broady,Cameron Norrie,-,0,1.24
tenis,12/02/2018,Maximilian Marterer,Constant Lestienne,-,0,1.09
tenis,12/02/2018,Jordan Thompson,Danilo Petrovic,Danilo Petrovic,1,1.22
tenis,12/02/2018,Adrian Menendez Maceiras,Darian King,-,0,1.07
tenis,12/02/2018,Ruben Bemelmans,Denis Istomin,-,0,1
tenis,12/02/2018,Constant Lestienne,Dennis Novak,-,0,1.1
tenis,12/02/2018,Danilo Petrovic,Enrique Lopez Perez,-,0,1.23
tenis,12/02/2018,Facundo Bagnis,Gastao Elias,-,0,1.08
tenis,12/02/2018,Antoine Escoffier,Gerard Granollers,-,0,1.19
tenis,12/02/2018,Marco Cecchinato,Guido Andreozzi,-,0,1.03
tenis,12/02/2018,Rogerio Dutra Silva,Guilherme Clezar,-,0,1.18
tenis,12/02/2018,Thomaz Bellucci,Hernan Casanova,-,0,1.03
tenis,12/02/2018,Joffrey De Schepper,Hiroki Moriya,-,0,1.16
tenis,12/02/2018,Gastao Elias,Joao Souza,-,0,1.09
