indice,date_partido,local,visita,prediccion,correcto,multiplicador
tenis,30/04/2018,Victor Estrella,Daniel Dutra Da Silva,Daniel Dutra Da Silva,1,1.01
tenis,30/04/2018,Lucas Miedler,Daniel Evans,-,0,1.04
tenis,30/04/2018,Ji Sung Nam,Daniel Yoo,-,0,1.12
tenis,30/04/2018,Adrian Menendez Maceiras,Danilo Petrovic,-,0,1.09
tenis,30/04/2018,Lukas Lacko,David Guez,-,0,1.1
tenis,30/04/2018,Dustin Brown,Dennis Novak,-,0,1.01
tenis,30/04/2018,Tatsuma Ito,Di Wu,-,0,1.11
tenis,30/04/2018,Christian Garin,Donald Young,-,0,1.13
tenis,30/04/2018,Di Wu,Dudi Sela,-,0,1.02
tenis,30/04/2018,Daniel Evans,Edward Corrie,-,0,1.02
tenis,30/04/2018,Guilherme Clezar,Enrique Lopez Perez,-,0,1.19
tenis,30/04/2018,Martin Klizan,Ernests Gulbis,-,0,1.22
tenis,30/04/2018,Karue Sell,Evan King,-,0,1.16
tenis,30/04/2018,Roberto Quiroz,Evan Song,-,0,1.2
tenis,30/04/2018,Guillermo Olaso,Evgeny Karlovskiy,-,0,1.07
tenis,30/04/2018,Adrian Menendez Maceiras,Felipe Mantilla,-,0,1.03
tenis,30/04/2018,Ivan Endara,Fernando Romboli,Fernando Romboli,1,1.14
tenis,30/04/2018,Michael Mmoh,Frank Dancevic,-,0,1.05
tenis,30/04/2018,Tim Smyczek,Frederico Gil,-,0,1.19
tenis,30/04/2018,Yong Kyu Lim,Frederik Nielsen,-,0,1.19
tenis,30/04/2018,Nikola Milojevic,Gerard Granollers,-,0,1.16
tenis,30/04/2018,Gregoire Barrere,Gianluigi Quinzi,-,0,1.05
tenis,30/04/2018,Gianluigi Quinzi,Gleb Sakharov,-,0,1.13
tenis,30/04/2018,Danilo Petrovic,Gonzalo Escobar,-,0,1.07
tenis,30/04/2018,Hugo Dellien,Guilherme Clezar,-,0,1.12
tenis,30/04/2018,Lukas Lacko,Guillermo Olaso,-,0,1.05
tenis,30/04/2018,Matteo Viola,Harri Heliovaara,-,0,1.16
tenis,30/04/2018,Enrique Lopez Perez,Henri Laaksonen,-,0,1.21
tenis,30/04/2018,Lukas Lacko,Hiroki Moriya,-,0,1.07
tenis,30/04/2018,Roberto Ortega Olmedo,Igor Sijsling,-,0,1.07
tenis,30/04/2018,Tobias Simon,Ivan Endara,-,0,1.05
tenis,30/04/2018,Jacob Grills,Jae Hwan Kim,-,0,1.01
tenis,30/04/2018,Harri Heliovaara,James Ward,-,0,1.22
tenis,30/04/2018,Daniel Brands,Jared Hiltzik,-,0,1.07
tenis,30/04/2018,Tsung Hua Yang,Jason Jung,Tsung Hua Yang,0,1.06
tenis,30/04/2018,Jordan Thompson,Jason Kubler,-,0,1.06
tenis,30/04/2018,Matteo Viola,Jc Aragone,-,0,1.03
tenis,30/04/2018,Mackenzie Mcdonald,Jordan Thompson,-,0,1.14
tenis,30/04/2018,Luis David Martinez,Jorge Brian Panta Herreros,-,0,1.13
tenis,30/04/2018,Lukas Lacko,Joris De Loore,-,0,1.2
tenis,30/04/2018,Roberto Cid,Jose Hernandez,-,0,1.22
tenis,30/04/2018,Jose Hernandez,Jose Rubin Statham,-,0,1.24
tenis,30/04/2018,Martin Klizan,Jozef Kovalik,-,0,1.01
tenis,30/04/2018,Juan Ignacio Galarza,Julian Lenz,-,0,1.09
tenis,30/04/2018,Andrej Martin,Jurgen Melzer,-,0,1
tenis,30/04/2018,Dennis Novak,Jurgen Zopp,-,0,1.08
tenis,30/04/2018,James Ward,Kaichi Uchida,-,0,1.19
tenis,30/04/2018,Mackenzie Mcdonald,Kamil Majchrzak,-,0,1.02
tenis,30/04/2018,Martin Cuevas,Karue Sell,-,0,1.14
tenis,30/04/2018,Frederico Gil,Kenny De Schepper,-,0,1.24
tenis,30/04/2018,Adrian Menendez Maceiras,Kevin King,-,0,1.08
tenis,30/04/2018,Dustin Brown,Kevin Krawietz,-,0,1.1
tenis,30/04/2018,Gregoire Barrere,Kimmer Coppejans,-,0,1.21
tenis,30/04/2018,Guillermo Olaso,Lloyd Glasspool,-,0,1.09
tenis,30/04/2018,Gianluigi Quinzi,Lorenzo Giustino,-,0,1.16
tenis,30/04/2018,Lukas Lacko,Luca Vanni,-,0,1.17
tenis,30/04/2018,Luis David Martinez,Lucas Gomez,-,0,1.06
tenis,30/04/2018,Daniel Brands,Lucas Miedler,-,0,1.01
tenis,30/04/2018,Carlos Gomez Herrera,Luis David Martinez,-,0,1.21
tenis,30/04/2018,Ante Pavic,Manuel Sanchez,-,0,1.07
tenis,30/04/2018,Go Soeda,Marcos Giron,-,0,1.19
tenis,30/04/2018,Roberto Ortega Olmedo,Mario Vilella Martinez,-,0,1.06
tenis,30/04/2018,Mathias Bourgue,Marko Tepavac,-,0,1.08
tenis,30/04/2018,Andrea Collarini,Mathias Bourgue,-,0,1.24
tenis,30/04/2018,Arthur De Greef,Matteo Donati,-,0,1.18
tenis,30/04/2018,Luca Vanni,Matteo Viola,-,0,1.23
tenis,30/04/2018,Evan Song,Mauricio Echazu,Mauricio Echazu,1,1.2
tenis,30/04/2018,Yen Hsun Lu,Maverick Banes,Maverick Banes,1,1.02
tenis,30/04/2018,Hugo Dellien,Michael Mmoh,-,0,1.2
tenis,30/04/2018,Joao Pedro Sorgi,Michael Redlicki,-,0,1.14
tenis,30/04/2018,Frank Dancevic,Mitchell Krueger,-,0,1.08
tenis,30/04/2018,Kevin King,Nicolaas Scholtz,-,0,1.19
tenis,30/04/2018,Luca Vanni,Nikola Milojevic,-,0,1.23
tenis,30/04/2018,Michael Mmoh,Noah Rubin,-,0,1.11
tenis,30/04/2018,Daniel Masur,Norbert Gombos,-,0,1.04
tenis,30/04/2018,Marko Tepavac,Pascal Brunner,-,0,1.1
tenis,30/04/2018,Jorge Brian Panta Herreros,Pavel Krainik,-,0,1.24
tenis,30/04/2018,Thomaz Bellucci,Peter Polansky,-,0,1.07
tenis,30/04/2018,Roberto Marcora,Pietro Rondoni,-,0,1.13
tenis,30/04/2018,Marco Trungelliti,Ramkumar Ramanathan,-,0,1.03
tenis,30/04/2018,Emilio Gomez,Raul Isaias Rosas Zarur,-,0,1.17
tenis,30/04/2018,Matteo Viola,Riccardo Bellotti,Riccardo Bellotti,1,1.13
tenis,30/04/2018,Adrian Menendez Maceiras,Roberto Cid,-,0,1.15
tenis,30/04/2018,Luca Vanni,Roberto Ortega Olmedo,-,0,1.1
tenis,30/04/2018,Kevin King,Roberto Quiroz,-,0,1.07
tenis,30/04/2018,David Guez,Robin Kern,-,0,1.19
tenis,30/04/2018,Patricio Heras,Robin Stanek,-,0,1.08
tenis,30/04/2018,Vincent Millot,Ruben Bemelmans,Vincent Millot,0,1.08
tenis,30/04/2018,Daniel Evans,Sam Barry,-,0,1.08
tenis,30/04/2018,Carlos Gomez Herrera,Santiago Giraldo,-,0,1.24
tenis,30/04/2018,Tatsuma Ito,Seong Chan Hong,-,0,1.22
tenis,30/04/2018,Jozef Kovalik,Sergio Gutierrez Ferrol,Sergio Gutierrez Ferrol,1,1.23
tenis,30/04/2018,Arthur De Greef,Sergiy Stakhovsky,-,0,1.21
tenis,30/04/2018,Daniel Gimeno Traver,Stefano Napolitano,-,0,1.05
tenis,30/04/2018,Tomislav Brkic,Sumit Nagal,-,0,1.07
tenis,30/04/2018,Wishaya Trongcharoenchaikul,Takuto Niki,-,0,1.22
tenis,30/04/2018,Mackenzie Mcdonald,Tatsuma Ito,-,0,1.06
tenis,30/04/2018,Christian Harrison,Thomaz Bellucci,-,0,1.18
tenis,30/04/2018,Kevin King,Tigre Hank,-,0,1.01
tenis,30/04/2018,Marius Copil,Tim Puetz,Tim Puetz,1,1.22
tenis,30/04/2018,Stefano Napolitano,Tobias Kamke,-,0,1.21
tenis,30/04/2018,Felipe Mantilla,Tobias Simon,-,0,1.1
tenis,30/04/2018,Thiago Monteiro,Tommy Robredo,-,0,1.19
tenis,30/04/2018,Jordan Thompson,Tsung Hua Yang,Tsung Hua Yang,1,1.2
tenis,30/04/2018,Matteo Donati,Uladzimir Ignatik,-,0,1.1
tenis,30/04/2018,Elias Ymer,Vaclav Safranek,-,0,1.22
tenis,30/04/2018,Jason Kubler,Vasek Pospisil,-,0,1.09
tenis,30/04/2018,Carlos Gomez Herrera,Victor Estrella,-,0,1.06
tenis,30/04/2018,Tommy Robredo,Viktor Galovic,-,0,1.23
tenis,30/04/2018,Mauricio Echazu,Wilfredo Gonzalez,-,0,1.23
tenis,30/04/2018,Luca Vanni,Yannick Jankovits,-,0,1.24
tenis,30/04/2018,Hiroki Moriya,Yannick Mertens,-,0,1
tenis,30/04/2018,Seong Chan Hong,Yasutaka Uchiyama,-,0,1.06
tenis,30/04/2018,Jordan Thompson,Young Seok Kim,Young Seok Kim,1,1.03
tenis,30/04/2018,Jason Kubler,Ze Zhang,-,0,1.06
tenis,07/05/2018,Sergey Betov,Aldin Setkic,-,0,1.07
tenis,07/05/2018,Tsung Hua Yang,Alessandro Bega,-,0,1.1
tenis,07/05/2018,Adam Pavlasek,Alessandro Giannessi,-,0,1.06
tenis,07/05/2018,Nikola Cacic,Alexander Pavlioutchenkov,-,0,1.02
tenis,07/05/2018,Ruben Bemelmans,Andrea Arnaboldi,-,0,1.07
tenis,07/05/2018,Aleksandr Nedovyesov,Andrea Basso,-,0,1.23
tenis,07/05/2018,Mathias Bourgue,Andrea Collarini,-,0,1.04
tenis,07/05/2018,Kevin Krawietz,Andreas Haider Maurer,-,0,1.08
tenis,07/05/2018,Jozef Kovalik,Andrej Martin,-,0,1.02
tenis,07/05/2018,Maximo Gonzalez,Antoine Escoffier,Maximo Gonzalez,0,1.08
tenis,07/05/2018,John Millman,Bernard Tomic,-,0,1.24
tenis,07/05/2018,Thiago Monteiro,Bradley Klahn,-,0,1.11
tenis,07/05/2018,Elias Ymer,Cameron Norrie,-,0,1.16
tenis,07/05/2018,Sergey Betov,Carlos Boluda Purkiss,-,0,1.12
tenis,07/05/2018,Yong Kyu Lim,Cheng Peng Hsieh,-,0,1.2
tenis,07/05/2018,Wishaya Trongcharoenchaikul,Christopher Rungkat,-,0,1.13
tenis,07/05/2018,John Millman,Constant Lestienne,Constant Lestienne,1,1.1
tenis,07/05/2018,Roberto Marcora,Cristian Rodriguez,-,0,1.2
tenis,07/05/2018,Roberto Marcora,Daniel Masur,-,0,1.22
tenis,07/05/2018,Pedro Sousa,Daniel Munoz De La Nava,Daniel Munoz De La Nava,1,1.24
tenis,07/05/2018,Filip Peliwo,Di Wu,-,0,1.08
tenis,07/05/2018,Steven Diez,Dorian Descloix,-,0,1.07
tenis,07/05/2018,Kevin Krawietz,Dragos Dima,-,0,1.07
tenis,07/05/2018,David Vega Hernandez,Eduard Esteve Lobato,-,0,1.04
tenis,07/05/2018,Bernard Tomic,Elias Ymer,-,0,1.22
tenis,07/05/2018,Egor Gerasimov,Farrukh Dustov,Farrukh Dustov,1,1.17
tenis,07/05/2018,Mackenzie Mcdonald,Filip Peliwo,Filip Peliwo,1,1.11
tenis,07/05/2018,Dennis Novak,Frederico Ferreira Silva,-,0,1.05
tenis,07/05/2018,Pedro Sousa,Gastao Elias,-,0,1.18
tenis,07/05/2018,Gastao Elias,Germain Gigounon,-,0,1.23
tenis,07/05/2018,Adam Pavlasek,Gianluigi Quinzi,-,0,1.21
tenis,07/05/2018,Sergio Gutierrez Ferrol,Gleb Sakharov,-,0,1.09
tenis,07/05/2018,John Millman,Guido Andreozzi,-,0,1.18
tenis,07/05/2018,Antoine Escoffier,Guillermo Duran,Guillermo Duran,1,1.17
tenis,07/05/2018,Kaichi Uchida,Hiroki Moriya,-,0,1.21
tenis,07/05/2018,Renzo Olivo,Inigo Cervantes Huegun,-,0,1.04
tenis,07/05/2018,Yoshihito Nishioka,Jacob Grills,-,0,1.09
tenis,07/05/2018,Luke Saville,Jae Hwan Kim,Jae Hwan Kim,1,1.02
tenis,07/05/2018,Joao Domingues,Jan Satral,-,0,1.2
tenis,07/05/2018,Vasek Pospisil,Jason Kubler,-,0,1.17
tenis,07/05/2018,Teymuraz Gabashvili,Jc Aragone,-,0,1.05
tenis,07/05/2018,Pedro Sousa,Joao Domingues,-,0,1.18
tenis,07/05/2018,Bernard Tomic,Johan Sebastien Tatlot,-,0,1.1
tenis,07/05/2018,Yoshihito Nishioka,John Patrick Smith,-,0,1.13
tenis,07/05/2018,Antoine Escoffier,Jonathan Hilaire,Jonathan Hilaire,1,1.19
tenis,07/05/2018,Yoshihito Nishioka,Jordan Thompson,-,0,1.08
tenis,07/05/2018,Go Soeda,Jose Rubin Statham,Jose Rubin Statham,1,1.15
tenis,07/05/2018,Vaclav Safranek,Jozef Kovalik,-,0,1.06
tenis,07/05/2018,Rogerio Dutra Silva,Juan Ignacio Londero,-,0,1.21
tenis,07/05/2018,Jacob Grills,Jung Woong Na,-,0,1.21
tenis,07/05/2018,Uladzimir Ignatik,Kaichi Uchida,-,0,1
tenis,07/05/2018,Cameron Norrie,Kenny De Schepper,-,0,1.06
tenis,07/05/2018,Laslo Djere,Kevin Krawietz,-,0,1.18
tenis,07/05/2018,Andreas Haider Maurer,Kimmer Coppejans,-,0,1.19
tenis,07/05/2018,Adam Pavlasek,Laslo Djere,-,0,1.03
tenis,07/05/2018,Simone Bolelli,Marco Trungelliti,-,0,1
tenis,07/05/2018,Jason Kubler,Marcos Giron,-,0,1.12
tenis,07/05/2018,Gastao Elias,Mathias Bourgue,-,0,1.04
tenis,07/05/2018,Vaclav Safranek,Matteo Donati,-,0,1.15
tenis,07/05/2018,Alessandro Giannessi,Matteo Viola,-,0,1.08
tenis,07/05/2018,Zhe Li,Matthew Ebden,-,0,1.16
tenis,07/05/2018,Dudi Sela,Maverick Banes,-,0,1.01
tenis,07/05/2018,Guido Andreozzi,Maximo Gonzalez,Maximo Gonzalez,1,1.09
tenis,07/05/2018,Shuichi Sekiguchi,Mikhail Fufygin,-,0,1.06
tenis,07/05/2018,Simone Bolelli,Mohamed Safwat,-,0,1.18
tenis,07/05/2018,Shuichi Sekiguchi,N Vijay Sundar Prashanth,-,0,1.24
tenis,07/05/2018,Luke Saville,Naoki Nakagawa,-,0,1.23
tenis,07/05/2018,Sergey Betov,Nigmat Shofayziev,Nigmat Shofayziev,1,1.08
tenis,07/05/2018,Tristan Lamasine,Nikola Cacic,-,0,1.06
tenis,07/05/2018,John Millman,Oscar Otte,Oscar Otte,1,1.12
tenis,07/05/2018,Adam Pavlasek,Patricio Heras,Patricio Heras,1,1.19
tenis,07/05/2018,Andreas Haider Maurer,Patricio Heras,-,0,1.21
tenis,07/05/2018,Sergey Betov,Pavel Tsoy,Pavel Tsoy,1,1.08
tenis,07/05/2018,Johan Sebastien Tatlot,Peter Polansky,-,0,1.18
tenis,07/05/2018,Adam Pavlasek,Quentin Halys,-,0,1.2
tenis,07/05/2018,Guido Andreozzi,Radu Albot,-,0,1.04
tenis,07/05/2018,Kevin Krawietz,Renzo Olivo,-,0,1.01
tenis,07/05/2018,Gianluigi Quinzi,Roberto Marcora,-,0,1.11
tenis,07/05/2018,Inigo Cervantes Huegun,Roberto Marcora,-,0,1.22
tenis,07/05/2018,Kevin Krawietz,Robin Stanek,Robin Stanek,1,1.11
tenis,07/05/2018,Gianluigi Quinzi,Rogerio Dutra Silva,-,0,1.18
tenis,07/05/2018,Gianluigi Quinzi,Ruben Bemelmans,-,0,1.18
tenis,07/05/2018,Lorenzo Giustino,Scott Griekspoor,-,0,1.14
tenis,07/05/2018,Egor Gerasimov,Sergey Betov,-,0,1.05
tenis,07/05/2018,Gastao Elias,Sergio Gutierrez Ferrol,-,0,1.19
tenis,07/05/2018,Aldin Setkic,Shuichi Sekiguchi,-,0,1.24
tenis,07/05/2018,Laslo Djere,Simone Bolelli,-,0,1.23
tenis,07/05/2018,Constant Lestienne,Stefan Kozlov,-,0,1.21
tenis,07/05/2018,Joao Domingues,Stephane Robert,-,0,1.09
tenis,07/05/2018,Oscar Otte,Steven Diez,-,0,1.11
tenis,07/05/2018,Sergio Gutierrez Ferrol,Sumit Nagal,-,0,1.15
tenis,07/05/2018,Jason Jung,Tatsuma Ito,-,0,1.01
tenis,07/05/2018,Egor Gerasimov,Teymuraz Gabashvili,-,0,1.13
tenis,07/05/2018,Guido Andreozzi,Thiago Monteiro,-,0,1.17
tenis,07/05/2018,Stephane Robert,Tobias Kamke,-,0,1.18
tenis,07/05/2018,Laslo Djere,Tomislav Brkic,-,0,1.08
tenis,07/05/2018,Norbert Gombos,Tommy Robredo,-,0,1.01
tenis,07/05/2018,Roberto Ortega Olmedo,Tristan Lamasine,-,0,1.06
tenis,07/05/2018,Carlos Boluda Purkiss,Tsung Hua Yang,-,0,1.17
tenis,07/05/2018,Sergey Betov,Uladzimir Ignatik,-,0,1.1
tenis,07/05/2018,Kevin Krawietz,Vaclav Safranek,-,0,1.14
tenis,07/05/2018,Yoshihito Nishioka,Vasek Pospisil,-,0,1.01
tenis,07/05/2018,Marc Giner,Vasile Antonescu,Vasile Antonescu,1,1.18
tenis,07/05/2018,Patricio Heras,Viktor Galovic,-,0,1.06
tenis,07/05/2018,Rogerio Dutra Silva,Vincent Millot,Vincent Millot,1,1.1
tenis,07/05/2018,Yaraslau Shyla,Vladimir Ivanov,-,0,1
tenis,07/05/2018,Nigmat Shofayziev,Vladimir Polyakov,-,0,1.04
tenis,07/05/2018,Sergey Betov,Vladyslav Manafov,-,0,1.24
tenis,07/05/2018,Germain Gigounon,Yannick Vandenbulcke,-,0,1.05
tenis,07/05/2018,Shuichi Sekiguchi,Yaraslau Shyla,-,0,1
tenis,07/05/2018,Vasek Pospisil,Yasutaka Uchiyama,-,0,1.08
tenis,07/05/2018,Wishaya Trongcharoenchaikul,Yong Kyu Lim,-,0,1.02
tenis,07/05/2018,Mackenzie Mcdonald,Ze Zhang,-,0,1.04
tenis,07/05/2018,David Vega Hernandez,Zhizhen Zhang,-,0,1.02
tenis,14/05/2018,Julian Lenz,Adelchi Virgili,-,0,1.1
tenis,14/05/2018,Tsung Hua Yang,Aldin Setkic,-,0,1.17
tenis,14/05/2018,Miljan Zekic,Aleksandr Nedovyesov,-,0,1.14
tenis,14/05/2018,Henri Laaksonen,Alessandro Giannessi,-,0,1.19
tenis,14/05/2018,Maverick Banes,Alexander Bury,-,0,1.24
tenis,14/05/2018,Daniel Munoz De La Nava,Andrea Basso,-,0,1.15
tenis,14/05/2018,Julian Lenz,Andrey Yakovlev,-,0,1.11
tenis,14/05/2018,Gregoire Barrere,Arthur De Greef,-,0,1.07
tenis,14/05/2018,Mario Vilella Martinez,Attila Balazs,-,0,1.19
tenis,14/05/2018,Oscar Otte,Blaz Rola,-,0,1.02
tenis,14/05/2018,Guido Andreozzi,Bradley Klahn,-,0,1.17
tenis,14/05/2018,Mackenzie Mcdonald,Brayden Schnur,Brayden Schnur,1,1.11
tenis,14/05/2018,Luca Vanni,Carlos Boluda Purkiss,-,0,1.08
tenis,14/05/2018,Alexander Bury,Cheng Peng Hsieh,-,0,1.12
tenis,14/05/2018,Tommy Robredo,Christian Garin,-,0,1.13
tenis,14/05/2018,Tommy Robredo,Christian Harrison,-,0,1.07
tenis,14/05/2018,Attila Balazs,Cristian Rodriguez,-,0,1.08
tenis,14/05/2018,Ernests Gulbis,Daniel Gimeno Traver,-,0,1.24
tenis,14/05/2018,Luke Saville,Daniel Yoo,Daniel Yoo,1,1.09
tenis,14/05/2018,Igor Sijsling,Darian King,-,0,1.1
tenis,14/05/2018,Ze Zhang,Dayne Kelly,-,0,1.19
tenis,14/05/2018,Pedro Cachin,Denis Istomin,-,0,1.05
tenis,14/05/2018,Nikola Cacic,Denis Matsukevitch,-,0,1.22
tenis,14/05/2018,Federico Gaio,Dennis Novak,-,0,1.03
tenis,14/05/2018,Daniel Masur,Denys Molchanov,Denys Molchanov,1,1.02
tenis,14/05/2018,Zhe Li,Di Wu,-,0,1.04
tenis,14/05/2018,Filip Peliwo,Dudi Sela,-,0,1.07
tenis,14/05/2018,Kamil Majchrzak,Dustin Brown,-,0,1.04
tenis,14/05/2018,Lukas Rosol,Edoardo Eremin,-,0,1.21
tenis,14/05/2018,Mario Vilella Martinez,Egor Gerasimov,-,0,1.06
tenis,14/05/2018,Mitchell Krueger,Evan King,-,0,1.2
tenis,14/05/2018,Jc Aragone,Evgeny Karlovskiy,-,0,1.14
tenis,14/05/2018,Jan Satral,Fabricio Neis,-,0,1.24
tenis,14/05/2018,Tsung Hua Yang,Farrukh Dustov,Farrukh Dustov,1,1.2
tenis,14/05/2018,Edoardo Eremin,Federico Gaio,-,0,1.19
tenis,14/05/2018,N Sriram Balaji,Filip Horansky,-,0,1.1
tenis,14/05/2018,Matthew Ebden,Filip Peliwo,Filip Peliwo,1,1.2
tenis,14/05/2018,Juan Ignacio Galarza,Francisco Dias,Francisco Dias,1,1.17
tenis,14/05/2018,Pedro Sousa,Frederico Gil,-,0,1.1
tenis,14/05/2018,Christian Harrison,Gleb Sakharov,-,0,1.22
tenis,14/05/2018,Marcos Giron,Go Soeda,-,0,1.21
tenis,14/05/2018,Gregoire Barrere,Guido Andreozzi,-,0,1.08
tenis,14/05/2018,Jose Rubin Statham,Guillermo Olaso,-,0,1.09
tenis,14/05/2018,Jiri Vesely,Henri Laaksonen,Henri Laaksonen,1,1.2
tenis,14/05/2018,Miliaan Niesten,Hernan Casanova,-,0,1.13
tenis,14/05/2018,Jason Jung,Hiroki Moriya,Hiroki Moriya,1,1.08
tenis,14/05/2018,Maverick Banes,Hong Chung,-,0,1.19
tenis,14/05/2018,Jiri Vesely,Igor Sijsling,Igor Sijsling,1,1.16
tenis,14/05/2018,Guillermo Olaso,Jae Hwan Kim,Jae Hwan Kim,1,1.21
tenis,14/05/2018,Joris De Loore,Jan Satral,-,0,1.04
tenis,14/05/2018,Matthew Ebden,Jason Jung,-,0,1.03
tenis,14/05/2018,Mario Vilella Martinez,Jc Aragone,-,0,1.22
tenis,14/05/2018,Guido Andreozzi,Jeremy Chardy,-,0,1.23
tenis,14/05/2018,Juan Ignacio Londero,John Millman,-,0,1.17
tenis,14/05/2018,Niels Desein,Jonathan Eysseric,-,0,1.01
tenis,14/05/2018,Lorenzo Giustino,Joris De Loore,-,0,1.07
tenis,14/05/2018,Go Soeda,Jose Rubin Statham,Jose Rubin Statham,1,1.13
tenis,14/05/2018,Daniel Masur,Julian Lenz,-,0,1.08
tenis,14/05/2018,Mackenzie Mcdonald,Kaichi Uchida,Kaichi Uchida,1,1.25
tenis,14/05/2018,Jiri Vesely,Kamil Majchrzak,Kamil Majchrzak,1,1.24
tenis,14/05/2018,Daniel Gimeno Traver,Kenny De Schepper,-,0,1.03
tenis,14/05/2018,Tommy Robredo,Liam Broady,-,0,1.2
tenis,14/05/2018,Pedro Sousa,Lorenzo Giustino,-,0,1.11
tenis,14/05/2018,Taro Daniel,Lukas Rosol,-,0,1.1
tenis,14/05/2018,Filip Peliwo,Mackenzie Mcdonald,Filip Peliwo,0,1.1
tenis,14/05/2018,Jeremy Jahn,Marc Giner,-,0,1.1
tenis,14/05/2018,Joao Domingues,Marcelo Arevalo,-,0,1.12
tenis,14/05/2018,Vasek Pospisil,Marcos Giron,-,0,1.09
tenis,14/05/2018,Fabricio Neis,Marin Draganja,-,0,1.21
tenis,14/05/2018,Luca Vanni,Mario Vilella Martinez,-,0,1.24
tenis,14/05/2018,Vasek Pospisil,Maverick Banes,Maverick Banes,1,1.17
tenis,14/05/2018,Marc Giner,Mikhail Balmashev,-,0,1.05
tenis,14/05/2018,N Sriram Balaji,Mikhail Elgin,-,0,1.07
tenis,14/05/2018,Igor Sijsling,Miliaan Niesten,-,0,1.16
tenis,14/05/2018,Nikola Milojevic,Miljan Zekic,-,0,1.09
tenis,14/05/2018,Kamil Majchrzak,Mohamed Safwat,-,0,1.21
tenis,14/05/2018,Attila Balazs,N Sriram Balaji,-,0,1.14
tenis,14/05/2018,Mathias Bourgue,Niels Desein,-,0,1.12
tenis,14/05/2018,Mikhail Elgin,Nigmat Shofayziev,Nigmat Shofayziev,1,1.23
tenis,14/05/2018,Mario Vilella Martinez,Nikola Milojevic,-,0,1.14
tenis,14/05/2018,Tim Puetz,Norbert Gombos,-,0,1.15
tenis,14/05/2018,Jan Satral,Omar Giacalone,-,0,1.02
tenis,14/05/2018,Juan Ignacio Londero,Oscar Otte,-,0,1.13
tenis,14/05/2018,N Vijay Sundar Prashanth,Pavel Tsoy,Pavel Tsoy,1,1.12
tenis,14/05/2018,Alexey Vatutin,Pedja Krstin,-,0,1.22
tenis,14/05/2018,Luca Vanni,Pedro Cachin,-,0,1.07
tenis,14/05/2018,Christian Garin,Pedro Sousa,-,0,1.2
tenis,14/05/2018,Gregoire Barrere,Peter Polansky,-,0,1.22
tenis,14/05/2018,Stefan Kozlov,Pierre Hugues Herbert,-,0,1.14
tenis,14/05/2018,Daniel Gimeno Traver,Radu Albot,-,0,1.24
tenis,14/05/2018,Tommy Robredo,Ricardo Ojeda Lara,-,0,1.2
tenis,14/05/2018,Gerard Granollers,Roberto Marcora,-,0,1.23
tenis,14/05/2018,Uladzimir Ignatik,Roberto Ortega Olmedo,-,0,1.02
tenis,14/05/2018,Ernests Gulbis,Rogerio Dutra Silva,-,0,1.04
tenis,14/05/2018,John Patrick Smith,Seong Chan Hong,-,0,1.06
tenis,14/05/2018,Jea Moon Lee,Seong Gook Oh,-,0,1.04
tenis,14/05/2018,Mikhail Fufygin,Sidharth Rawat,-,0,1.07
tenis,14/05/2018,Liam Broady,Stephane Robert,-,0,1.25
tenis,14/05/2018,Christian Garin,Taro Daniel,-,0,1.06
tenis,14/05/2018,Matthew Ebden,Tatsuma Ito,-,0,1.21
tenis,14/05/2018,Peter Polansky,Thiago Monteiro,-,0,1.17
tenis,14/05/2018,Oscar Otte,Tim Puetz,-,0,1.06
tenis,14/05/2018,N Sriram Balaji,Tristan Lamasine,-,0,1.14
tenis,14/05/2018,Luca Vanni,Tsung Hua Yang,-,0,1.15
tenis,14/05/2018,Luca Vanni,Uladzimir Ignatik,-,0,1.05
tenis,14/05/2018,Matthew Ebden,Vasek Pospisil,-,0,1.12
tenis,14/05/2018,Arjun Kadhe,Vladimir Ivanov,Vladimir Ivanov,1,1.15
tenis,14/05/2018,N Sriram Balaji,Vladyslav Manafov,-,0,1.17
tenis,14/05/2018,Frederik Nielsen,Wishaya Trongcharoenchaikul,-,0,1.02
tenis,14/05/2018,Luca Margaroli,Yaraslau Shyla,-,0,1.19
tenis,14/05/2018,Tatsuma Ito,Yasutaka Uchiyama,-,0,1.04
tenis,14/05/2018,Wishaya Trongcharoenchaikul,Yong Kyu Lim,-,0,1.19
tenis,14/05/2018,Yuki Bhambri,Yoshihito Nishioka,-,0,1.11
tenis,14/05/2018,Marcos Giron,Young Seok Kim,-,0,1.22
tenis,14/05/2018,Ze Zhang,Yuki Bhambri,-,0,1.01
tenis,14/05/2018,Jason Jung,Zhe Li,Zhe Li,1,1
tenis,21/05/2018,Daniel Brands,Aldin Setkic,-,0,1.08
tenis,21/05/2018,Jordi Samper Montana,Alejandro Gonzalez,-,0,1.09
tenis,21/05/2018,Christian Harrison,Alessandro Bega,-,0,1.19
tenis,21/05/2018,Maximilian Neuchrist,Alexander Ward,-,0,1.13
tenis,21/05/2018,Mitchell Krueger,Andrea Arnaboldi,-,0,1.15
tenis,21/05/2018,Danilo Petrovic,Andrea Basso,-,0,1.18
tenis,21/05/2018,Teymuraz Gabashvili,Ante Pavic,-,0,1.17
tenis,21/05/2018,Adrian Bodmer,Antoine Escoffier,Adrian Bodmer,0,1.09
tenis,21/05/2018,Andrea Arnaboldi,Arthur De Greef,-,0,1.08
