id,name,id,name,correct,incorrect,FS,SS,TS
235,"Kamil Majchrzak",54,"Blaz Kavcic",0,0,3.1875,-0.375,-0.5
271,"Marcel Granollers",55,"Blaz Rola",0,0,1.25,2.041666667000001,0.5
267,"Malek Jaziri",55,"Blaz Rola",1,0,-1.1944444450000002,-1.8749999999999982,1
64,"Carlos Berlocq",55,"Blaz Rola",0,0,1.8214285720000003,3.2678571429999987,0
71,"Christian Harrison",55,"Blaz Rola",0,0,-0.4499999999999993,-0.07499999999999929,-0.714285713999999
345,"Oscar Otte",55,"Blaz Rola",0,0,-1.1999999999999993,0.4934210530000005,-2.285714285000001
121,"Emilio Gomez",56,"Boris Arias",1,0,3.6060606049999997,1.3939393940000002,3.8333333329999997
78,"Cristian Rodriguez",56,"Boris Arias",1,0,1.9166666659999985,3.25,5.333333333000001
73,"Christopher Diaz Figueroa",56,"Boris Arias",1,0,3.9999999999999982,5,2
484,"Yoshihito Nishioka",57,"Bradley Klahn",0,1,1.0824175829999998,2.3351648350000005,-0.5000000010000019
204,"Jeremy Chardy",57,"Bradley Klahn",0,0,0.153846154,3.192307692,-7.166666667
112,"Dusan Lajovic",57,"Bradley Klahn",0,0,2.653846154,2.692307692,1.8333333329999988
439,"Thiago Monteiro",57,"Bradley Klahn",0,0,0.931623930999999,1.2478632469999997,0.8333333329999988
168,"Guido Andreozzi",57,"Bradley Klahn",0,0,1.4752747260000003,1.8351648350000005,-0.3888888890000004
36,"Andrew Harris",58,"Bradley Mousley",0,0,1.7619047610000003,2.3809523819999985,1.266666666999999
71,"Christian Harrison",58,"Bradley Mousley",0,0,1.6333333330000013,0.46666666699999837,0.8857142860000007
223,"Jose Hernandez",58,"Bradley Mousley",0,0,1.7916666659999994,0.7101449279999983,1.9333333339999985
4,"Adrian Menendez Maceiras",58,"Bradley Mousley",0,0,0.6274509800000008,1.7254901969999992,1.8857142849999988
103,"Dennis Novikov",58,"Bradley Mousley",0,0,2.745098039,0.25490196099999984,1.8857142860000007
4,"Adrian Menendez Maceiras",58,"Bradley Mousley",1,0,0.6274509800000008,1.7254901969999992,1.8857142849999988
99,"Denis Kudla",59,"Brayden Schnur",0,0,0.3104575169999997,1.0130718959999996,3.755555555
199,"Jason Kubler",59,"Brayden Schnur",0,0,1.026570048,2.734299517,-0.6444444449999995
172,"Guillermo Olaso",59,"Brayden Schnur",0,1,0.4590643270000001,0.9356725150000003,1.9841269839999995
197,"Jared Hiltzik",59,"Brayden Schnur",0,1,-0.3954248370000002,-0.10457516299999803,0.555555554999998
99,"Denis Kudla",59,"Brayden Schnur",0,0,0.3104575169999997,1.0130718959999996,3.755555555
127,"Evan Song",59,"Brayden Schnur",0,1,-0.43162393199999904,0.8547008550000008,3.055555554999998
272,"Marcelo Arevalo",59,"Brayden Schnur",0,0,0.988888888,0.711111111000001,-0.1111111109999996
9,"Alejandro Gonzalez",59,"Brayden Schnur",0,0,-0.22222222299999927,1.9444444440000002,-0.2777777780000008
460,"Vasek Pospisil",59,"Brayden Schnur",1,0,0.10317460299999937,2.5396825400000003,2.555555554999998
266,"Mackenzie Mcdonald",59,"Brayden Schnur",0,0,0.18888888899999934,2.0444444450000017,2.5555555549999998
369,"Radu Albot",60,"Brydan Klein",1,0,0.5,0.3000000000000007,1.4761904759999993
74,"Christopher Oconnell",60,"Brydan Klein",0,0,-0.4333333340000003,-1.6333333330000013,3.1428571430000005
37,"Andrew Whittington",60,"Brydan Klein",0,0,-0.09999999999999964,-0.5222222219999999,2.742857143
280,"Marinko Matosevic",60,"Brydan Klein",0,0,-0.19090909099999998,1.427272727,2.809523808999998
214,"John Millman",60,"Brydan Klein",1,0,2.4000000000000004,3.075,2.4761904759999993
392,"Ruan Roelofse",60,"Brydan Klein",0,1,0.788888888999999,-0.18888888900000111,2.1428571430000005
193,"James Ward",60,"Brydan Klein",0,1,0.32857142900000014,1.700000000000001,3.6428571430000005
138,"Felipe Mantilla",60,"Brydan Klein",0,1,1.0333333329999999,0.3666666670000005,2.542857142999999
124,"Erik Crepaldi",61,"Caio Silva",1,0,2.666666667000001,4.666666667,0
240,"Ken Onishi",62,"Calum Puttergill",1,0,8,4.5,0.5
