SET,playerA,playerB,Surface,Type,A_points,B_Points
7849,295,469,Clay,2,6,2
9529,410,470,Hard,2,2,6
10552,329,470,Clay,2,7,6
8596,301,471,Hard,2,6,2
1030,488,472,Hard,2,6,4
1429,295,472,Hard,2,7,6
3187,219,472,Hard,2,6,2
5455,265,472,Hard,2,1,6
10024,152,472,Hard,2,6,4
5134,177,473,Hard,2,6,4
5419,177,473,Hard,2,6,4
7186,368,473,Clay,2,6,1
4723,319,474,Hard,2,4,6
5116,421,474,Hard,2,7,5
7243,40,474,Clay,2,6,1
7609,327,474,Clay,2,6,3
7,358,475,Hard,2,3,6
1924,57,475,Hard,2,6,3
4009,71,475,Hard,2,6,3
6319,55,475,Clay,2,6,4
2788,339,476,Hard,2,6,1
3538,251,476,Hard,2,7,5
8260,257,476,Hard,2,7,6
10612,383,476,Hard,2,7,6
925,248,477,Clay,2,6,3
5230,172,477,Hard,2,6,1
5560,393,477,Hard,2,6,1
8221,177,477,Hard,2,3,6
1831,222,478,Hard,2,7,6
2626,205,478,Hard,2,6,2
9238,156,478,Clay,2,6,4
1825,5,479,Hard,2,6,4
9523,417,480,Hard,2,6,1
10540,256,480,Clay,2,6,2
2110,460,481,Hard,2,6,4
3184,486,481,Hard,2,6,2
3844,315,481,Hard,2,6,4
8887,408,481,Hard,2,6,4
9340,460,481,Hard,2,6,2
9952,433,481,Hard,2,7,6
9367,472,483,Hard,2,7,6
10057,472,483,Hard,2,7,6
1282,59,484,Hard,2,6,3
2203,424,484,Hard,2,3,6
7390,286,484,Clay,2,4,1
9994,486,484,Hard,2,7,6
8860,219,485,Hard,2,6,2
9976,277,485,Hard,2,6,3
3166,219,486,Hard,2,3,6
9946,488,486,Hard,2,6,3
1054,129,487,Hard,2,6,3
3823,60,488,Hard,2,3,6
4288,105,488,Hard,2,7,6
4618,198,488,Hard,2,6,3
8851,199,488,Hard,2,6,1
9319,266,488,Hard,2,7,6
1036,105,489,Hard,2,6,2
1552,289,489,Hard,2,6,2
2239,484,489,Hard,2,6,1
2911,199,489,Hard,2,6,0
3865,219,489,Hard,2,7,6
4324,178,489,Hard,2,3,6
5044,233,489,Hard,2,0,6
5380,267,489,Hard,2,7,5
7225,473,489,Clay,2,0,0
7654,329,489,Clay,2,6,7
9928,198,489,Hard,2,5,7
4648,345,490,Hard,2,6,3
5077,345,490,Hard,2,6,0
5413,421,490,Hard,2,6,1
7540,365,490,Clay,2,6,0
7777,464,490,Clay,2,6,4
9220,96,490,Clay,2,2,6
10840,115,490,Clay,2,6,3
1,247,247,Clay,2,1,1
