match,playerA,playerB,surface,A_points,B_Points
2746,80,197," Hard",0.5000,0.2500
327,129,198," Hard",0.5000,0.7000
793,239,198," Hard",0.3333,0.3333
1422,447,198," Hard",0.6667,0.5556
2274,433,198," Hard",0.4286,0.6667
2945,456,198," Hard",1.0000,0.6667
3305,297,198," Hard",1.0000,0.3333
953,36,199," Hard",0.7143,0.6364
1423,433,199," Hard",0.5714,0.5714
1529,345,199," Hard",1.0000,0.2000
1691,464,199," Hard",0.7000,0.0000
1788,267,199," Hard",0.5556,0.6250
2936,219,199," Hard",0.6000,0.0000
3099,460,199," Hard",0.5000,0.6250
149,393,200," Hard",1.0000,0.5833
1376,31,200," Clay",0.7273,0.2857
1504,176,200," Clay",0.4000,0.5000
2064,83,200," Clay",0.5000,0.5000
646,172,201," Hard",0.2000,0.0000
1616,8,201," Hard",NULL,0.4000
2445,442,201," Clay",0.6667,0.3333
2737,295,201," Hard",0.0000,0.4545
3161,435,201," Hard",1.0000,0.4000
3477,281,201," Clay",0.4000,0.5385
3544,177,201," Hard",0.5000,0.5455
1353,334,203," Hard",1.0000,0.2000
1322,92,204," Hard",NULL,NULL
3254,168,204," Clay",0.5000,0.6471
294,263,205," Clay",0.6250,0.6667
871,294,205," Hard",0.8889,0.6250
911,45,205," Hard",0.8000,0.4444
1197,140,205," Hard",0.8000,0.3333
1912,263,205," Clay",1.0000,0.5714
2613,222,205," Clay",0.8000,0.6667
161,274,208," Clay",1.0000,0.7000
1486,387,208," Clay",0.7143,0.7273
1898,226,208," Clay",0.7778,0.3333
2475,168,208," Clay",0.7333,0.7500
2599,142,208," Clay",0.7000,0.4286
3044,355,208," Clay",0.5000,0.5000
3628,381,209," Clay",0.8000,0.4000
1979,138,210," Clay",0.7500,0.6667
2711,358,210," Clay",0.0000,0.2500
2715,135,210," Clay",0.5714,0.3333
28,376,211," Hard",NULL,0.6000
76,133,211," Clay",1.0000,0.0000
100,153,211," Clay",0.8889,0.7143
165,64,211," Clay",0.6000,0.4545
202,187,211," Clay",0.0000,0.4000
1489,66,211," Clay",NULL,0.3333
1498,353,211," Clay",0.7000,0.4286
2226,4,211," Clay",0.6250,0.6250
2355,163,211," Hard",0.5556,0.0000
2997,52,213," Clay",0.0000,0.1667
1424,177,214," Hard",NULL,NULL
3372,229,214," Clay",0.2500,0.5000
87,144,215," Hard",1.0000,1.0000
1606,71,215," Hard",0.6667,0.6667
1831,70,215," Hard",1.0000,0.0000
2331,272,215," Hard",0.6667,0.7778
3105,484,215," Hard",0.7500,0.5455
123,89,216," Hard",NULL,0.2857
1861,127,216," Hard",0.6667,0.5556
3290,337,216," Clay",0.0000,0.7143
3035,40,217," Clay",0.5000,0.5714
2022,251,218," Hard",0.5000,0.1667
2511,263,218," Clay",0.6923,0.5833
1259,214,219," Hard",0.5000,0.5000
1411,481,219," Hard",0.5000,0.5000
1701,177,219," Hard",0.3750,0.5556
2386,368,219," Clay",1.0000,0.6364
2533,327,219," Clay",0.4000,0.4286
2935,266,219," Hard",0.3333,0.7000
3094,484,219," Hard",0.6000,0.2857
1911,136,220," Clay",0.4000,0.3333
2671,73,221," Hard",0.5714,0.5455
2865,260,221," Hard",1.0000,0.5455
305,248,222," Clay",0.6667,0.5000
585,412,222," Hard",0.6667,0.6000
1595,99,222," Hard",0.6667,0.6000
2003,120,222," Hard",0.3333,0.5000
2591,157,222," Clay",1.0000,0.6250
2740,262,222," Hard",1.0000,0.6000
3425,255,222," Clay",0.3750,0.5000
201,208,223," Clay",1.0000,0.5714
1029,342,223," Hard",0.0000,0.3750
1505,132,223," Clay",1.0000,0.4000
1932,380,223," Clay",0.7692,0.5000
2106,64,223," Clay",0.6667,0.2857
2220,229,223," Clay",0.0000,0.5000
2339,59,223," Hard",0.8000,0.7143
2641,22,223," Hard",0.8000,0.8571
2834,380,223," Hard",NULL,0.3333
163,153,224," Clay",1.0000,0.4000
43,262,225," Hard",1.0000,0.7273
398,243,225," Hard",NULL,0.0000
653,277,225," Hard",0.6667,0.7500
1224,126,225," Hard",0.8182,0.5455
1964,301,225," Clay",0.7500,1.0000
2128,475,225," Clay",0.7500,0.6250
2247,223,225," Clay",0.7368,0.6667
2379,163,225," Hard",1.0000,0.5000
2640,384,225," Hard",0.8571,0.6667
2844,223,225," Hard",0.5000,0.4444
3103,162,225," Hard",0.5714,0.5000
3325,162,225," Hard",0.0000,0.6667
229,387,226," Clay",0.0000,0.5000
284,287,226," Clay",1.0000,0.6000
1360,14,226," Clay",0.6250,0.8000
1468,66,226," Clay",0.7500,0.4000
1883,419,226," Clay",0.5714,0.6250
2485,208,226," Clay",0.6667,0.6667
3205,459,226," Clay",0.7273,0.2500
1397,229,227," Clay",0.7500,0.5455
105,442,228," Clay",1.0000,0.3333
1366,14,228," Clay",0.6667,0.4000
1523,229,228," Clay",1.0000,0.5000
3621,490,228," Clay",0.6000,0.4000
79,14,229," Clay",1.0000,0.8000
1501,66,229," Clay",0.6667,0.2000
1975,354,229," Clay",0.7500,0.5000
2103,64,229," Clay",0.7222,0.5000
2426,181,229," Clay",0.6667,0.3333
3202,387,229," Clay",0.7143,0.2500
602,353,230," Hard",NULL,0.3333
1766,40,230," Hard",0.5000,0.5000
2813,228,230," Clay",0.7143,0.5714
3391,84,230," Clay",0.8000,0.4545
3133,190,231," Hard",0.7647,0.6154
286,35,232," Clay",0.6000,0.6364
1896,274,232," Clay",0.6667,0.4000
287,102,233," Clay",0.7500,0.5833
339,198,233," Hard",NULL,0.5000
1676,433,233," Hard",0.7778,0.4444
1987,375,233," Hard",1.0000,0.7273
2484,355,233," Clay",0.7500,0.0000
666,103,234," Hard",0.9333,0.5000
1030,197,234," Hard",0.6364,0.6364
1265,219,234," Hard",0.7500,0.6364
2748,193,234," Hard",0.6667,0.7500
3145,458,234," Hard",1.0000,0.6667
3312,266,234," Hard",0.8333,0.4000
3541,7,234," Hard",1.0000,0.5000
918,77,235," Hard",0.8333,0.5455
1705,177,235," Hard",0.5714,0.5000
1801,17,235," Hard",0.5000,0.5714
2015,375,235," Hard",0.0000,0.5556
2291,299,235," Hard",0.7778,0.4000
2532,366,235," Clay",0.5000,0.1667
2946,266,235," Hard",0.7500,0.4444
3359,207,235," Clay",0.6000,0.2857
184,422,236," Hard",1.0000,0.7500
1071,219,236," Hard",0.4000,0.4545
2901,286,237," Clay",0.5000,0.2000
1049,147,238," Hard",0.5000,0.2500
630,103,239," Hard",0.5714,0.7333
771,154,240," Hard",0.5000,0.7895
983,280,240," Hard",1.0000,0.5000
262,151,241," Clay",0.5455,0.5000
697,343,241," Hard",1.0000,0.0000
1758,368,241," Hard",0.0000,0.7500
2013,102,241," Hard",1.0000,0.0000
3010,63,241," Clay",0.0000,0.7143
3259,83,241," Clay",0.5000,0.3333
365,155,242," Hard",0.8571,0.5833
485,285,242," Hard",0.0000,0.6667
1303,415,242," Hard",0.5000,0.7778
168,375,243," Hard",0.8571,0.2500
952,58,243," Hard",0.8571,0.7500
1211,352,243," Hard",0.2500,0.5833
2353,59,243," Hard",0.7143,0.5714
2650,380,243," Hard",NULL,0.6000
2827,4,243," Hard",0.7000,0.5000
288,113,244," Clay",0.6364,0.5000
893,289,244," Hard",1.0000,0.5000
1146,360,244," Hard",0.5000,0.6000
1957,85,244," Clay",0.5714,0.3750
3196,248,244," Clay",NULL,0.6000
751,199,245," Hard",0.8333,0.2857
955,271,245," Hard",NULL,0.3750
1074,122,245," Hard",1.0000,0.6667
1873,422,245," Clay",0.4286,0.3333
2178,287,245," Clay",0.7500,0.3750
2605,222,245," Clay",0.6250,0.3333
2777,166,245," Clay",0.3333,0.6667
3233,32,245," Clay",0.3846,0.2727
3615,136,245," Clay",1.0000,0.6667
941,449,246," Hard",0.5000,0.8000
1273,219,246," Hard",1.0000,0.3333
1439,177,246," Hard",1.0000,0.1667
2488,84,247," Clay",NULL,0.0000
1371,352,248," Clay",0.7500,0.7143
1900,125,248," Clay",0.5833,0.6667
2086,46,248," Clay",1.0000,0.8333
3194,1,248," Clay",0.6000,0.6667
719,449,249," Hard",1.0000,0.8000
1846,358,250," Hard",1.0000,0.4286
1759,172,251," Hard",1.0000,0.5556
2006,424,251," Hard",0.8571,0.0000
2289,433,251," Hard",1.0000,0.5000
2400,456,251," Clay",0.7647,0.4000
109,4,252," Hard",0.7500,0.2000
137,63,252," Hard",1.0000,0.0000
675,375,252," Hard",1.0000,0.6250
1329,282,252," Hard",0.8000,0.3750
1601,201,252," Hard",0.7143,0.6000
2584,142,252," Clay",0.4000,0.3750
3418,453,252," Clay",0.7500,0.2000
1857,141,253," Hard",1.0000,0.6667
2368,211,253," Hard",0.7143,0.0000
2676,8,253," Hard",1.0000,0.5000
2733,172,253," Hard",0.7143,0.6923
3547,193,253," Hard",NULL,0.4000
394,465,254," Hard",NULL,0.5000
238,226,255," Clay",0.6667,0.5625
1751,251,255," Hard",0.6667,0.5000
2057,274,255," Clay",0.8333,0.5556
2776,157,255," Clay",0.3333,0.2500
3414,355,255," Clay",1.0000,0.3750
3586,157,255," Clay",0.5556,0.6667
1089,43,256," Hard",1.0000,0.5714
1306,430,256," Hard",1.0000,0.0000
1459,178,256," Hard",1.0000,0.4286
1785,166,256," Hard",1.0000,0.4444
2040,455,256," Hard",0.6667,0.3333
94,398,257," Hard",0.8889,0.0000
1116,306,257," Hard",0.8000,0.4286
1158,233,257," Hard",0.6667,0.6667
1181,140,257," Hard",0.0000,0.5000
2580,157,257," Clay",0.8571,0.4000
2725,262,257," Hard",0.5000,0.8571
3590,251,257," Clay",0.6667,0.6667
1953,163,258," Clay",0.5000,0.6250
2137,229,258," Clay",0.8333,0.2000
2235,132,258," Clay",0.5000,0.5000
2364,136,258," Hard",0.5000,0.6154
2673,380,258," Hard",0.3333,0.5000
2859,260,258," Hard",0.6667,0.5000
2735,80,259," Hard",1.0000,0.6364
1238,121,260," Hard",NULL,NULL
1971,380,260," Clay",0.2500,0.7222
2135,359,260," Clay",0.5000,0.6429
2854,66,260," Hard",0.6667,0.0000
178,266,261," Hard",0.5000,0.3333
1226,9,261," Hard",1.0000,0.6875
2241,272,261," Clay",0.8000,0.2000
2352,141,261," Hard",0.2857,0.6250
2648,39,261," Hard",1.0000,0.6250
39,387,262," Hard",0.5000,0.5000
183,125,262," Hard",0.8000,0.4000
1647,425,262," Hard",1.0000,0.6154
2011,7,262," Hard",0.8000,0.3333
1899,168,263," Clay",1.0000,0.6667
2477,83,263," Clay",1.0000,0.5556
2589,374,263," Clay",0.9167,0.2500
3412,432,263," Clay",0.5556,0.7222
651,201,264," Hard",1.0000,0.4000
1349,280,264," Hard",0.5000,0.5000
1619,197,264," Hard",0.7500,0.7857
2262,163,264," Clay",0.5000,0.5000
449,199,265," Hard",0.7500,0.7273
537,462,265," Hard",0.3333,0.5455
746,37,265," Hard",0.6250,0.2000
976,97,265," Hard",0.7500,0.5000
1292,487,265," Hard",0.6667,0.3333
1812,488,265," Hard",0.7778,0.6250
438,458,266," Hard",1.0000,0.6000
792,239,266," Hard",1.0000,0.7000
1016,198,266," Hard",0.4444,0.5556
3306,141,266," Hard",0.5385,0.2857
528,289,267," Hard",1.0000,0.6364
1111,447,267," Hard",0.6667,0.5000
1530,17,267," Hard",1.0000,0.0000
2499,226,267," Clay",0.2000,0.2857
1229,22,268," Hard",NULL,0.6000
2244,439,268," Clay",0.8333,0.5556
2335,352,268," Hard",0.0000,0.2857
2649,92,268," Hard",0.0000,0.6667
2851,39,268," Hard",NULL,0.6250
1903,275,269," Clay",NULL,0.5000
2090,45,269," Clay",0.0000,0.0000
3397,205,269," Clay",0.3333,0.6364
926,12,270," Hard",0.7143,0.2727
1185,476,270," Hard",0.8000,0.5556
736,199,271," Hard",0.5000,0.6000
949,58,271," Hard",0.7500,0.5000
1893,428,271," Clay",0.5714,0.1429
173,375,272," Hard",0.6000,0.3333
635,436,272," Hard",0.8333,0.6250
1024,57,272," Hard",0.8571,0.8000
1228,406,272," Hard",0.2500,0.5000
2227,223,272," Clay",0.8182,0.6667
2654,225,272," Hard",0.0000,0.6667
3427,208,272," Clay",0.5000,0.2857
1184,251,273," Hard",0.0000,0.3333
1969,244,273," Clay",0.3333,0.2857
2142,260,273," Clay",0.3333,0.5000
2266,225,273," Clay",NULL,0.6250
246,233,274," Clay",0.5000,0.3333
1872,168,274," Clay",0.8000,0.5000
2045,346,274," Clay",0.8000,0.5714
2170,340,274," Clay",0.4000,0.4000
337,29,275," Hard",0.5000,0.5714
1874,287,275," Clay",0.0000,0.3750
2081,83,275," Clay",0.6667,0.5000
3221,419,275," Clay",0.0000,0.0000
1986,77,276," Hard",0.8333,0.4286
817,57,277," Hard",0.0000,0.8000
1026,201,277," Hard",0.7000,0.7857
1326,460,277," Hard",0.7692,0.7500
2953,162,277," Hard",0.5000,0.6364
3113,199,277," Hard",0.7143,0.4444
3307,460,277," Hard",0.7273,0.5000
2662,163,278," Hard",0.7500,0.2500
3458,131,279," Clay",0.7500,0.6667
414,59,280," Hard",0.7333,0.6154
780,25,280," Hard",0.0000,0.4286
956,22,280," Hard",0.0000,0.3333
1225,70,280," Hard",0.8571,0.6000
1345,71,280," Hard",0.6667,0.7000
1914,245,281," Clay",0.3333,0.4545
2046,379,281," Clay",0.5000,0.1667
2753,383,281," Hard",1.0000,0.8000
3464,257,281," Clay",1.0000,0.0000
1317,92,282," Hard",0.5000,0.2000
1907,428,283," Clay",0.7647,0.5625
2185,153,284," Clay",0.2500,0.2500
2804,291,284," Clay",1.0000,0.7000
1375,226,286," Clay",NULL,0.6250
1510,211,286," Clay",0.6000,0.7778
2457,149,286," Clay",0.8889,0.5000
2718,356,286," Clay",0.7500,0.0000
3603,452,286," Clay",0.7500,0.4444
851,455,287," Hard",0.5556,0.5000
1871,422,287," Clay",0.0000,0.2857
2166,83,287," Clay",0.8333,0.4286
1709,55,288," Hard",0.6000,0.6667
1809,199,288," Hard",1.0000,0.7000
510,33,289," Hard",0.7000,0.6364
359,487,290," Hard",0.0000,0.5000
503,152,290," Hard",0.5556,0.5833
396,445,291," Hard",0.5000,0.0000
692,375,291," Hard",NULL,0.4000
862,368,291," Hard",0.6667,0.2500
1112,77,291," Hard",0.7500,0.2500
1382,35,291," Clay",0.5000,0.4444
1492,70,291," Clay",0.6667,0.2500
1855,99,291," Hard",0.1667,0.0000
2527,490,291," Clay",0.5455,0.7222
2583,294,291," Clay",0.3333,0.6364
2779,31,291," Clay",0.5714,0.6364
3047,153,291," Clay",0.4545,0.3846
1388,66,292," Clay",1.0000,0.5714
2566,329,293," Clay",0.4000,0.5833
71,241,294," Hard",0.7500,0.5000
870,275,294," Hard",0.5000,0.3333
1435,447,294," Hard",0.6667,0.5455
1910,275,294," Clay",0.7143,0.2000
2769,45,294," Clay",0.6667,0.8182
3218,459,294," Clay",0.5556,0.7059
470,122,295," Hard",0.4286,0.2857
2060,281,295," Clay",0.0000,0.4444
2590,257,295," Clay",0.6000,0.7368
2603,257,295," Clay",0.3333,0.3333
2727,257,295," Hard",0.5000,0.5455
3215,14,295," Clay",0.8333,0.3333
3601,257,295," Clay",0.8000,0.5000
60,375,296," Hard",NULL,0.5714
1659,322,297," Hard",0.8000,0.6667
2278,198,297," Hard",NULL,0.0000
3100,489,297," Hard",0.8000,0.4444
1041,197,298," Hard",1.0000,0.7500
128,375,299," Hard",0.8000,0.5000
151,412,299," Hard",0.2000,0.2857
187,368,299," Hard",0.6667,0.3333
236,232,299," Clay",0.5000,0.2857
799,239,299," Hard",0.8000,0.7000
1738,94,299," Hard",0.0000,0.4444
1988,276,299," Hard",0.0000,0.5000
2280,486,299," Hard",0.6667,0.2000
1977,137,300," Clay",0.7500,0.5000
1405,380,301," Clay",0.6667,0.5833
1960,163,301," Clay",0.6667,0.0000
2152,273,301," Clay",0.6667,0.6667
2253,223,301," Clay",0.3333,0.4545
2679,138,301," Hard",0.8571,0.5000
2860,127,301," Hard",0.5714,0.4444
420,126,302," Hard",0.8000,0.5000
959,199,302," Hard",0.5000,0.3333
1548,199,302," Hard",0.2000,0.3333
1816,17,302," Hard",0.5000,0.7143
2961,482,302," Hard",1.0000,0.3333
3110,111,302," Hard",0.7500,0.4286
3328,460,302," Hard",0.5000,0.7647
2179,83,303," Clay",0.4444,0.5000
2189,245,303," Clay",0.0000,0.5333
2529,142,303," Clay",0.5000,0.1667
877,94,304," Hard",0.0000,0.7500
1777,230,304," Hard",0.0000,0.2000
2042,94,305," Hard",0.7500,0.3750
533,33,306," Hard",0.5000,0.7500
3524,193,307," Hard",NULL,0.5000
1393,66,308," Clay",0.8000,0.6000
664,225,309," Hard",1.0000,0.0000
826,184,309," Hard",0.5000,0.4000
1020,141,309," Hard",0.3333,0.3750
2612,245,309," Clay",0.6250,0.5000
2993,168,309," Clay",1.0000,0.6364
776,234,310," Hard",0.6667,0.6250
117,446,311," Hard",0.8000,0.5556
626,92,311," Hard",0.6364,0.4000
1648,53,311," Hard",0.6000,0.7000
2435,181,311," Clay",0.0000,0.2000
2891,181,311," Clay",0.6250,0.4545
1868,450,312," Hard",0.5000,0.6364
2923,210,313," Clay",0.6667,0.1667
